,Var1_1,Var1_2,X_real,X_img,y_real,y_img
20332,-0.004451198+6.683217e-05i,-0.004418969-0.0004829033i,-0.004451198,,-0.004418969,-0.0004829033
20547,0.003756813+4.939502e-05i,0.004211843+0.0005656878i,0.003756813,,0.004211843,0.0005656878
21124,0.006586267-1.252978e-06i,0.006595913+0.0007238901i,0.006586267,,0.006595913,0.0007238901
21178,0.00156634-7.559475e-05i,0.001626596-0.0001186371i,0.00156634,,0.001626596,-0.0001186371
21179,0.003979956-2.557412e-05i,0.004054279+0.000340267i,0.003979956,,0.004054279,0.000340267
21180,0.005962677-2.333464e-05i,0.006140067+0.0005876815i,0.005962677,,0.006140067,0.0005876815
21200,0.00402523-4.698802e-05i,0.004394202+0.0003381494i,0.00402523,,0.004394202,0.0003381494
21616,-0.009159007-3.582845e-05i,-0.009280606-0.0005863612i,-0.009159007,,-0.009280606,-0.0005863612
21668,0.003320707-1.742411e-05i,0.003519542+0.0001163852i,0.003320707,,0.003519542,0.0001163852
21685,-0.01060858-7.724913e-05i,-0.01054665+4.845164e-05i,-0.01060858,,-0.01054665,
21742,0.003956872-8.853991e-05i,0.003778281+0.0005867383i,0.003956872,,0.003778281,0.0005867383
21836,0.0002172031-2.689892e-06i,0.0002330434+0.0001184434i,0.0002172031,,0.0002330434,0.0001184434
21993,-0.005557662+7.939432e-05i,-0.005751702-0.0007652416i,-0.005557662,,-0.005751702,-0.0007652416
22154,0.002609354-8.51911e-05i,0.002342021+0.0002652446i,0.002609354,,0.002342021,0.0002652446
22161,0.01460851+2.934225e-05i,0.01418209-0.001143571i,0.01460851,,0.01418209,-0.001143571
22263,-0.003964804+4.480523e-05i,-0.003793392-0.0006377002i,-0.003964804,,-0.003793392,-0.0006377002
22290,-0.01094806-6.906735e-05i,-0.0113137-0.000393743i,-0.01094806,,-0.0113137,-0.000393743
22408,-0.002755051+4.072627e-05i,-0.002687111-0.0002903145i,-0.002755051,,-0.002687111,-0.0002903145
22416,-0.003781865+8.095009e-05i,-0.003669781-0.0004774168i,-0.003781865,,-0.003669781,-0.0004774168
22446,0.003454516-3.102585e-05i,0.003682713+0.0004822032i,0.003454516,,0.003682713,0.0004822032
22586,0.003152399-2.981094e-05i,0.003148745+0.0001993183i,0.003152399,,0.003148745,0.0001993183
22610,-0.005264659+2.134172e-05i,-0.005128421-0.0008269768i,-0.005264659,,-0.005128421,-0.0008269768
22696,0.003166201-9.149965e-05i,0.003256612+0.0005452684i,0.003166201,,0.003256612,0.0005452684
22828,0.000279268-6.342144e-05i,0.0002891232-4.465989e-05i,0.000279268,,0.0002891232,
22889,0.009444501-1.59539e-05i,0.009677472+0.0006416004i,0.009444501,,0.009677472,0.0006416004
22903,-0.007700622+9.038392e-05i,-0.007985679-0.0006968753i,-0.007700622,,-0.007985679,-0.0006968753
22983,0.00384251-4.462106e-05i,0.004002759+0.0009401554i,0.00384251,,0.004002759,0.0009401554
22996,-0.0001489368-7.548858e-05i,0.0001253958-0.0001565552i,-0.0001489368,,0.0001253958,-0.0001565552
23035,0.002182723-8.152332e-05i,0.002328238+0.000434161i,0.002182723,,0.002328238,0.000434161
23050,0.002975696-2.531824e-05i,0.002893168+0.0005461101i,0.002975696,,0.002893168,0.0005461101
23195,0.001112695+8.319039e-07i,0.000956962+0.0002096334i,0.001112695,,0.000956962,0.0002096334
23255,-0.004930169+5.500671e-05i,-0.004799315-0.000606812i,-0.004930169,,-0.004799315,-0.000606812
23344,0.006413753+4.706974e-05i,0.006694076+0.0009352999i,0.006413753,,0.006694076,0.0009352999
23357,0.001443449-6.81098e-05i,0.001716187-1.783003e-06i,0.001443449,,0.001716187,
23374,0.002691692+8.515595e-05i,0.002929969+0.0003892353i,0.002691692,,0.002929969,0.0003892353
23383,-0.009753162-2.957496e-05i,-0.01009227-0.0003585305i,-0.009753162,,-0.01009227,-0.0003585305
23425,0.004648678-1.383026e-05i,0.004593564+0.0004199964i,0.004648678,,0.004593564,0.0004199964
23437,0.001895336-2.138247e-05i,0.001628994+0.0001056002i,0.001895336,,0.001628994,0.0001056002
23470,0.002842427+3.26545e-05i,0.002715653+0.0002391194i,0.002842427,,0.002715653,0.0002391194
23698,0.003565503+5.120412e-06i,0.003336621+0.0002021245i,0.003565503,,0.003336621,0.0002021245
23760,-0.000953429-1.696032e-05i,-0.0007804019-0.0001892446i,-0.000953429,,-0.0007804019,-0.0001892446
23817,0.005938321-6.14021e-06i,0.006343863+0.000890416i,0.005938321,,0.006343863,0.000890416
23895,0.005592158+4.464574e-05i,0.005930916+0.000944563i,0.005592158,,0.005930916,0.000944563
23954,0.009100785-6.772287e-05i,0.009272934+0.0002560375i,0.009100785,,0.009272934,0.0002560375
23967,-0.01380298-1.42802e-05i,-0.01364469+0.0007481502i,-0.01380298,,-0.01364469,0.0007481502
23972,-0.001085397+8.057314e-05i,-0.0009639951-0.000381882i,-0.001085397,,-0.0009639951,-0.000381882
23985,0.008455456-6.196974e-05i,0.00881247+0.0008214734i,0.008455456,,0.00881247,0.0008214734
24022,0.00141622-7.302919e-05i,0.00124549+0.0001222956i,0.00141622,,0.00124549,0.0001222956
24025,-0.006930886+1.303316e-05i,-0.007131824-0.0006912904i,-0.006930886,,-0.007131824,-0.0006912904
24041,-0.007330762+8.454383e-05i,-0.007254663-0.0006844221i,-0.007330762,,-0.007254663,-0.0006844221
24063,-0.008504529+9.964209e-05i,-0.008767423-0.0007957995i,-0.008504529,,-0.008767423,-0.0007957995
24127,-0.00512963-4.716567e-05i,-0.005180657-0.0009825445i,-0.00512963,,-0.005180657,-0.0009825445
24164,-0.001456907+9.998213e-05i,-0.001701892-0.0002881133i,-0.001456907,,-0.001701892,-0.0002881133
24381,-0.001777744-1.9097e-05i,-0.001738003-0.0001192363i,-0.001777744,,-0.001738003,-0.0001192363
24479,-0.004412454-3.893091e-05i,-0.004550478-0.0004597031i,-0.004412454,,-0.004550478,-0.0004597031
24551,0.008797227+8.976867e-05i,0.009171031+0.0006668442i,0.008797227,,0.009171031,0.0006668442
24597,-0.001367993-2.615305e-05i,-0.001209627-9.424397e-05i,-0.001367993,,-0.001209627,
24718,-0.005458605-5.786726e-05i,-0.005475413-0.0009866294i,-0.005458605,,-0.005475413,-0.0009866294
24880,-0.0007226868+9.522075e-05i,-0.0008743829-0.0002141258i,-0.0007226868,,-0.0008743829,-0.0002141258
25036,-0.000631222+5.058013e-05i,-0.0004019486+3.185595e-05i,-0.000631222,,-0.0004019486,
25040,-0.001187581+7.481547e-06i,-0.001156807-6.673467e-05i,-0.001187581,,-0.001156807,
25101,0.01246001+7.90651e-05i,0.01237328-0.0005847523i,0.01246001,,0.01237328,-0.0005847523
25102,0.01220294-5.053356e-05i,0.01211288-0.0005175594i,0.01220294,,0.01211288,-0.0005175594
25347,-0.0004803505+3.431621e-05i,-0.0002962942-0.0001567294i,-0.0004803505,,-0.0002962942,-0.0001567294
25716,-0.002476088-8.260505e-05i,-0.002707071-0.0004405869i,-0.002476088,,-0.002707071,-0.0004405869
25797,-0.005871749+6.522099e-05i,-0.005911319-0.0008398919i,-0.005871749,,-0.005911319,-0.0008398919
25903,0.003227364+8.20632e-05i,0.003288978+0.0006339709i,0.003227364,,0.003288978,0.0006339709
26243,-0.001864056-6.140023e-05i,-0.002159832-0.0003851924i,-0.001864056,,-0.002159832,-0.0003851924
26499,-0.004909345+7.75822e-05i,-0.005236741-0.0008846378i,-0.004909345,,-0.005236741,-0.0008846378
26613,0.0003484852+5.137001e-05i,0.0002754365+5.790518e-05i,0.0003484852,,0.0002754365,
26614,0.001976313+8.46053e-05i,0.00192019+0.0002374662i,0.001976313,,0.00192019,0.0002374662
26617,0.006182627-7.661525e-05i,0.006353434+0.0006514833i,0.006182627,,0.006353434,0.0006514833
26639,0.00435688-6.601214e-05i,0.004438771+0.0002441446i,0.00435688,,0.004438771,0.0002441446
26784,0.003772418-5.754316e-05i,0.003577049+0.0004264693i,0.003772418,,0.003577049,0.0004264693
26883,-0.005525291+8.535769e-05i,-0.005600031-0.0006738983i,-0.005525291,,-0.005600031,-0.0006738983
26960,-0.001235655-3.310433e-05i,-0.001042709-0.0001487675i,-0.001235655,,-0.001042709,-0.0001487675
26995,-0.0105196-1.600618e-05i,-0.01074869+6.188635e-05i,-0.0105196,,-0.01074869,
27064,-0.001024595+1.314323e-05i,-0.0009266865+0.0001444614i,-0.001024595,,-0.0009266865,0.0001444614
27085,0.001878902+7.991679e-05i,0.00160303+0.000331159i,0.001878902,,0.00160303,0.000331159
27095,0.0004538479+7.59887e-05i,0.0005702132+0.0004319203i,0.0004538479,,0.0005702132,0.0004319203
27226,0.005284449+3.052573e-05i,0.005312408+0.000545167i,0.005284449,,0.005312408,0.000545167
27285,0.001241077-3.679283e-05i,0.001057738-5.021066e-05i,0.001241077,,0.001057738,
27379,0.002399924+3.88897e-05i,0.002134271+0.000136273i,0.002399924,,0.002134271,0.000136273
27420,-0.01106517+4.619514e-05i,-0.01128141+0.0003377945i,-0.01106517,,-0.01128141,0.0003377945
27463,-0.001312475-8.452381e-05i,-0.001161509+3.036744e-05i,-0.001312475,,-0.001161509,
27523,0.008315777+2.222991e-05i,0.008485775+0.0006313008i,0.008315777,,0.008485775,0.0006313008
27543,0.003122528+3.31807e-05i,0.003019682+0.000564679i,0.003122528,,0.003019682,0.000564679
27780,-0.005248258-7.587718e-06i,-0.005509706-0.000455754i,-0.005248258,,-0.005509706,-0.000455754
27876,0.005868716-8.196954e-05i,0.006135494+0.0007316757i,0.005868716,,0.006135494,0.0007316757
27911,-0.002124511+9.446125e-05i,-0.002335931-0.0002195797i,-0.002124511,,-0.002335931,-0.0002195797
28045,0.01035123-5.681626e-05i,0.01038308+0.0002295345i,0.01035123,,0.01038308,0.0002295345
28098,0.002496409-5.414244e-05i,0.002615146+0.0001524291i,0.002496409,,0.002615146,0.0001524291
28106,-0.004613183-2.255151e-05i,-0.004892296-0.000473068i,-0.004613183,,-0.004892296,-0.000473068
28122,-0.002979394+8.660136e-05i,-0.003282496-0.0002131961i,-0.002979394,,-0.003282496,-0.0002131961
28165,0.0007522162+5.564827e-06i,0.0008260559-4.751195e-05i,0.0007522162,,0.0008260559,
28235,0.002076504+8.080609e-05i,0.001798683+0.0004799441i,0.002076504,,0.001798683,0.0004799441
28320,0.00230295-4.055444e-06i,0.002244656+0.0003341081i,0.00230295,,0.002244656,0.0003341081
28365,-0.009072228-3.159372e-05i,-0.009266529-0.0005553365i,-0.009072228,,-0.009266529,-0.0005553365
28463,0.00192563-7.826556e-05i,0.002231698+1.950991e-05i,0.00192563,,0.002231698,
28521,0.0004085319-8.366955e-05i,0.0003429404+6.130999e-05i,0.0004085319,,0.0003429404,
28628,0.002629611-6.334018e-05i,0.002597725+0.0001618559i,0.002629611,,0.002597725,0.0001618559
28798,-0.004298863-2.089236e-05i,-0.00450294-0.0008006039i,-0.004298863,,-0.00450294,-0.0008006039
28849,0.003314987-7.857056e-05i,0.003452849+0.0003912945i,0.003314987,,0.003452849,0.0003912945
28850,0.004392358-5.870988e-05i,0.004551669+0.000565804i,0.004392358,,0.004551669,0.000565804
28885,0.008766583+4.246458e-05i,0.008661414+0.0007041052i,0.008766583,,0.008661414,0.0007041052
28939,-0.004965832-9.269221e-05i,-0.004862435-0.001080055i,-0.004965832,,-0.004862435,-0.001080055
29233,0.007362872-9.549409e-05i,0.007191326+0.0006363426i,0.007362872,,0.007191326,0.0006363426
29269,-0.001629283-4.269677e-05i,-0.001476571+0.0003473143i,-0.001629283,,-0.001476571,0.0003473143
29379,-0.006504524-2.947834e-05i,-0.006724468-0.001244296i,-0.006504524,,-0.006724468,-0.001244296
29493,0.006679651-5.512882e-05i,0.00660582+0.0008086659i,0.006679651,,0.00660582,0.0008086659
29626,0.00838491-1.128158e-05i,0.008588114+0.000706956i,0.00838491,,0.008588114,0.000706956
29655,0.003806063-9.749411e-05i,0.00389556+0.0003643636i,0.003806063,,0.00389556,0.0003643636
29704,0.009325255-5.383941e-05i,0.009340051+0.000497008i,0.009325255,,0.009340051,0.000497008
29727,-0.01188614-2.297107e-06i,-0.01181107+0.0006112864i,-0.01188614,,-0.01181107,0.0006112864
29737,0.009676096-2.032472e-05i,0.01013684+0.0002586241i,0.009676096,,0.01013684,0.0002586241
29749,0.007695938-5.262066e-05i,0.007769606+0.0005599548i,0.007695938,,0.007769606,0.0005599548
29784,-0.004210404+1.534639e-05i,-0.00414482-0.0005539122i,-0.004210404,,-0.00414482,-0.0005539122
29863,-0.0008135648-6.779784e-05i,-0.001307872-6.884503e-05i,-0.0008135648,,-0.001307872,
29947,0.00379137-8.37883e-05i,0.004086125+0.0007103719i,0.00379137,,0.004086125,0.0007103719
29958,-0.002877766+1.383628e-05i,-0.002712121-0.0003961706i,-0.002877766,,-0.002712121,-0.0003961706
29992,-0.003730815+6.28517e-05i,-0.003918174-0.0003191322i,-0.003730815,,-0.003918174,-0.0003191322
30132,0.001149163+1.132907e-05i,0.001033312+0.0002448785i,0.001149163,,0.001033312,0.0002448785
30146,-0.0002100545+3.741845e-05i,3.764476e-05+0.0001260665i,-0.0002100545,,3.764476,0.0001260665
30323,0.0006603426-5.364022e-05i,0.000445251+0.0001502245i,0.0006603426,,0.000445251,0.0001502245
30340,-0.002021115-8.081296e-05i,-0.001905201-0.0005368321i,-0.002021115,,-0.001905201,-0.0005368321
30440,-0.01024991+5.284883e-05i,-0.01052323-0.0001542723i,-0.01024991,,-0.01052323,-0.0001542723
30552,-0.01099534-1.957954e-05i,-0.01095202+0.0003118453i,-0.01099534,,-0.01095202,0.0003118453
30571,0.007554302-2.011843e-05i,0.007877518+0.0007524529i,0.007554302,,0.007877518,0.0007524529
30653,0.006382582-9.43495e-05i,0.006850884+0.0009168844i,0.006382582,,0.006850884,0.0009168844
30698,-0.004660269+8.897344e-05i,-0.0046343-0.0004292923i,-0.004660269,,-0.0046343,-0.0004292923
30714,-0.0002326677+4.970818e-05i,0.0001983566-9.648824e-05i,-0.0002326677,,0.0001983566,
30817,-0.003570488+8.905586e-05i,-0.00327569-0.0005335305i,-0.003570488,,-0.00327569,-0.0005335305
30832,-0.008221585-8.477306e-05i,-0.008220267-0.0006810172i,-0.008221585,,-0.008220267,-0.0006810172
30837,-0.01466225-5.759904e-05i,-0.01409825+0.001052917i,-0.01466225,,-0.01409825,0.001052917
30922,-0.004664626-7.645838e-05i,-0.004811062-0.0005235682i,-0.004664626,,-0.004811062,-0.0005235682
31158,-0.0001967528+3.097462e-05i,-6.973874e-05+1.70306e-05i,-0.0001967528,,-6.973874,
31231,-0.00506642+2.202671e-05i,-0.00530546-0.0007459095i,-0.00506642,,-0.00530546,-0.0007459095
31305,0.007154629+6.918213e-06i,0.00711304+0.00053003i,0.007154629,,0.00711304,0.00053003
31388,0.00878127+7.102429e-05i,0.008919301+0.0005394898i,0.00878127,,0.008919301,0.0005394898
31429,-0.003411727-6.580621e-05i,-0.003122484-0.0004383336i,-0.003411727,,-0.003122484,-0.0004383336
31655,0.01047984+4.94672e-06i,0.01038159+8.319777e-05i,0.01047984,,0.01038159,
31834,-0.0008177962+6.331783e-05i,-0.0004911342+2.748204e-05i,-0.0008177962,,-0.0004911342,
31874,-0.0004469918-5.753711e-05i,-0.0005623592-0.000224743i,-0.0004469918,,-0.0005623592,-0.000224743
31958,-0.007233415-3.451062e-05i,-0.007243627-0.001025449i,-0.007233415,,-0.007243627,-0.001025449
31964,-0.009303689+1.383154e-05i,-0.00941762-0.0005545818i,-0.009303689,,-0.00941762,-0.0005545818
31998,0.001076709+5.726703e-06i,0.001036431+0.0001301942i,0.001076709,,0.001036431,0.0001301942
32098,-0.005026819+7.546111e-05i,-0.004785988-0.0005149181i,-0.005026819,,-0.004785988,-0.0005149181
32461,-0.0008250694-9.793439e-05i,-0.00091673-0.0002164122i,-0.0008250694,,-0.00091673,-0.0002164122
32488,0.001497703-8.895295e-05i,0.001683186+0.0002404899i,0.001497703,,0.001683186,0.0002404899
32723,-0.005406721+7.576449e-05i,-0.005637776-0.0006838056i,-0.005406721,,-0.005637776,-0.0006838056
32725,-0.005839929+7.164851e-05i,-0.00608832-0.0007805036i,-0.005839929,,-0.00608832,-0.0007805036
32777,0.007903947+2.93093e-05i,0.008010029+0.0008016261i,0.007903947,,0.008010029,0.0008016261
32844,0.002324885-6.080791e-05i,0.002455933+8.304178e-05i,0.002324885,,0.002455933,
32957,0.004038405-7.66028e-05i,0.004324756+0.0006393762i,0.004038405,,0.004324756,0.0006393762
32981,-0.01083615-3.200129e-05i,-0.01107376-0.000139161i,-0.01083615,,-0.01107376,-0.000139161
33012,0.004290892-1.951354e-05i,0.004210113+0.0004216513i,0.004290892,,0.004210113,0.0004216513
33107,0.002500374+3.026193e-05i,0.002229111+0.0005360075i,0.002500374,,0.002229111,0.0005360075
33234,0.005836669-5.958049e-05i,0.005700282+0.0004622366i,0.005836669,,0.005700282,0.0004622366
33393,-0.009166572+9.444915e-05i,-0.00956424-0.0005582715i,-0.009166572,,-0.00956424,-0.0005582715
33545,-0.01149996+8.245953e-05i,-0.01138081+0.0003043947i,-0.01149996,,-0.01138081,0.0003043947
33619,0.005565928-1.764856e-05i,0.005343478+0.0007327025i,0.005565928,,0.005343478,0.0007327025
33674,-0.00665509+7.757277e-05i,-0.006983987-0.0006395038i,-0.00665509,,-0.006983987,-0.0006395038
33737,0.01529042+4.49646e-05i,0.01462081-0.001650807i,0.01529042,,0.01462081,-0.001650807
33745,0.003511955+7.906451e-05i,0.003422158+0.001049179i,0.003511955,,0.003422158,0.001049179
33889,0.005524933-8.497969e-06i,0.005905754+0.0006361012i,0.005524933,,0.005905754,0.0006361012
33940,0.0003191383+8.395757e-05i,0.0003740886+0.0001178039i,0.0003191383,,0.0003740886,0.0001178039
34008,0.003264354+2.429006e-05i,0.003397521+0.0002739315i,0.003264354,,0.003397521,0.0002739315
34052,0.00796151-8.19175e-05i,0.008054469+0.0008829494i,0.00796151,,0.008054469,0.0008829494
34053,0.007178825-1.710642e-05i,0.007216122+0.0009877082i,0.007178825,,0.007216122,0.0009877082
34273,-0.005205865+7.752643e-05i,-0.004934158-0.0005032944i,-0.005205865,,-0.004934158,-0.0005032944
34323,0.002919052+7.063244e-05i,0.003023994+0.0003131643i,0.002919052,,0.003023994,0.0003131643
34328,0.003334508+6.786117e-05i,0.003239296+0.0006447884i,0.003334508,,0.003239296,0.0006447884
34383,-0.004883693-4.864845e-05i,-0.004952669-0.0007927003i,-0.004883693,,-0.004952669,-0.0007927003
34424,-0.0007821305-2.440228e-05i,-0.0004992147+0.0001032178i,-0.0007821305,,-0.0004992147,0.0001032178
34439,-0.002947645-2.302462e-06i,-0.00296246-0.0006512725i,-0.002947645,,-0.00296246,-0.0006512725
34440,-0.00216265+7.167598e-05i,-0.00214451-0.0004258596i,-0.00216265,,-0.00214451,-0.0004258596
34469,0.005991515-8.724327e-05i,0.006171843+0.0004324027i,0.005991515,,0.006171843,0.0004324027
34470,0.007153742-2.681382e-05i,0.007379241+0.0005447169i,0.007153742,,0.007379241,0.0005447169
34573,0.004125006-4.836801e-05i,0.004140008+0.0005280989i,0.004125006,,0.004140008,0.0005280989
34611,-0.0006732343-3.003515e-06i,-0.0006615641-0.0002405772i,-0.0006732343,,-0.0006615641,-0.0002405772
34615,-0.0001444122-5.914806e-05i,-0.000104096-2.681644e-05i,-0.0001444122,,-0.000104096,
34659,0.005407128-3.213971e-05i,0.005636498+0.000690664i,0.005407128,,0.005636498,0.000690664
34672,-0.004822351+1.336355e-05i,-0.004567451-0.0007128327i,-0.004822351,,-0.004567451,-0.0007128327
34706,-0.001583564+9.72054e-05i,-0.001850785-5.027972e-05i,-0.001583564,,-0.001850785,
34731,0.006119133+9.528373e-05i,0.006044998+0.001009569i,0.006119133,,0.006044998,0.001009569
34941,-0.009114622-9.559072e-05i,-0.00964872-0.0005172073i,-0.009114622,,-0.00964872,-0.0005172073
35003,0.004436442+7.853867e-05i,0.004497129+0.0007590491i,0.004436442,,0.004497129,0.0007590491
35143,0.000553068-3.015762e-05i,0.0005830351+1.282752e-05i,0.000553068,,0.0005830351,
35171,-0.005099431+4.011323e-06i,-0.005085412-0.0005978828i,-0.005099431,,-0.005085412,-0.0005978828
35253,0.007864024-6.133993e-05i,0.0078635+0.000602572i,0.007864024,,0.0078635,0.000602572
35361,-0.004186518+5.51485e-05i,-0.003991996-0.0004374954i,-0.004186518,,-0.003991996,-0.0004374954
35427,0.008558476+7.356761e-05i,0.008545778+0.0009217619i,0.008558476,,0.008545778,0.0009217619
35479,0.0003871206-7.098215e-05i,0.0004322362-0.0002060313i,0.0003871206,,0.0004322362,-0.0002060313
35620,-0.003946428-1.877686e-05i,-0.004174039-0.0005555874i,-0.003946428,,-0.004174039,-0.0005555874
35659,0.004018045+1.757604e-05i,0.004208386+0.0004160823i,0.004018045,,0.004208386,0.0004160823
35660,0.006840228-5.965587e-05i,0.007181245+0.000669147i,0.006840228,,0.007181245,0.000669147
35786,-0.0002163074+2.075778e-05i,-0.0001565691-5.411057e-05i,-0.0002163074,,-0.0001565691,
35795,-0.002246356+6.119732e-05i,-0.002334904-5.114063e-05i,-0.002246356,,-0.002334904,
35966,-0.008430731+6.653531e-05i,-0.008480355-0.0005943375i,-0.008430731,,-0.008480355,-0.0005943375
35979,-0.0007120275-4.984642e-05i,-0.0006118536+6.39472e-05i,-0.0007120275,,-0.0006118536,
36002,0.009280604+9.759224e-05i,0.009557621+0.0007845029i,0.009280604,,0.009557621,0.0007845029
36138,-0.001479493+3.152713e-05i,-0.001310007-0.0002008896i,-0.001479493,,-0.001310007,-0.0002008896
36397,-0.002357279+2.432487e-05i,-0.002293845-0.0001913278i,-0.002357279,,-0.002293845,-0.0001913278
36814,-0.00246496+1.684297e-06i,-0.002489195-3.829626e-05i,-0.00246496,,-0.002489195,
36850,-0.003691824+6.571109e-05i,-0.003765744-0.0005999142i,-0.003691824,,-0.003765744,-0.0005999142
36954,0.000297755+8.567097e-05i,0.0003608003-5.251726e-05i,0.000297755,,0.0003608003,
36975,-0.005072732-1.139607e-05i,-0.00543398-0.0005119005i,-0.005072732,,-0.00543398,-0.0005119005
37094,-0.001037664-1.831213e-05i,-0.0008455962-4.924011e-05i,-0.001037664,,-0.0008455962,
37263,-0.002498397-5.377294e-05i,-0.002341306-0.0006209123i,-0.002498397,,-0.002341306,-0.0006209123
37352,-0.01258717+3.615848e-05i,-0.01241278+0.001020541i,-0.01258717,,-0.01241278,0.001020541
37407,-0.005323209+3.938586e-05i,-0.005385268-0.0007419274i,-0.005323209,,-0.005385268,-0.0007419274
37448,-0.00433855+2.802839e-05i,-0.004762211-0.0008369712i,-0.00433855,,-0.004762211,-0.0008369712
37535,-0.007070921-1.793704e-05i,-0.007277209-0.0005567904i,-0.007070921,,-0.007277209,-0.0005567904
37627,-0.008334329+8.654781e-05i,-0.008524968-0.0006874944i,-0.008334329,,-0.008524968,-0.0006874944
37669,0.0108436-9.674788e-05i,0.01095379-0.0002547129i,0.0108436,,0.01095379,-0.0002547129
37947,-0.00133432-9.959529e-05i,-0.001707286-0.0003517611i,-0.00133432,,-0.001707286,-0.0003517611
38052,-0.01018598+4.186574e-05i,-0.01019293-0.0002396135i,-0.01018598,,-0.01019293,-0.0002396135
38193,-0.01062954+9.020348e-05i,-0.01096833+9.248514e-05i,-0.01062954,,-0.01096833,
38216,0.001506455-8.623698e-05i,0.001381324+3.443887e-06i,0.001506455,,0.001381324,
38218,0.00213546-7.418485e-05i,0.002078739+0.0001249207i,0.00213546,,0.002078739,0.0001249207
38260,0.0001378186+5.634502e-08i,2.726537e-05-0.0001541435i,0.0001378186,,2.726537,-0.0001541435
38317,0.001040669-7.532351e-05i,0.0007951045+0.0001880939i,0.001040669,,0.0007951045,0.0001880939
38489,0.01159212+6.258953e-05i,0.01181317-0.0004930776i,0.01159212,,0.01181317,-0.0004930776
38492,0.005079282-5.597249e-07i,0.005244264+0.000917462i,0.005079282,,0.005244264,0.000917462
38525,-0.003042805+4.374911e-05i,-0.003163831-0.0005621922i,-0.003042805,,-0.003163831,-0.0005621922
38616,0.007829544+5.094707e-05i,0.008158636+0.001116012i,0.007829544,,0.008158636,0.001116012
38681,-0.001450879+5.469815e-05i,-0.001219742+4.491742e-05i,-0.001450879,,-0.001219742,
38685,-0.002637346-8.941628e-06i,-0.002643211-0.0002728393i,-0.002637346,,-0.002643211,-0.0002728393
38707,-0.00420439+7.321977e-05i,-0.00440833-0.0004593962i,-0.00420439,,-0.00440833,-0.0004593962
38710,-0.008160478+8.901814e-06i,-0.008391426-0.0007022378i,-0.008160478,,-0.008391426,-0.0007022378
38756,-0.0009576384-2.346013e-05i,-0.001189065-0.0002665825i,-0.0009576384,,-0.001189065,-0.0002665825
38833,-0.01407054-3.210141e-05i,-0.01373121+0.0009127512i,-0.01407054,,-0.01373121,0.0009127512
38839,0.002258873-4.463084e-05i,0.002406294-3.80525e-05i,0.002258873,,0.002406294,
38889,0.001677945-5.042995e-05i,0.001627196+0.0003698402i,0.001677945,,0.001627196,0.0003698402
38952,-0.001063168-2.914225e-05i,-0.0009228628-7.521384e-05i,-0.001063168,,-0.0009228628,
38988,0.008326304-4.667789e-06i,0.008717756+0.000713977i,0.008326304,,0.008717756,0.000713977
39145,-0.001476686-2.684118e-05i,-0.001684282-3.032525e-05i,-0.001476686,,-0.001684282,
39157,-0.001830142+4.151161e-05i,-0.001647971-0.0001028181i,-0.001830142,,-0.001647971,-0.0001028181
39183,-8.233357e-06-9.917654e-05i,-6.355684e-05+8.766448e-06i,-8.233357,,-6.355684,
39205,0.01220142-1.981622e-05i,0.01246581-0.0006283004i,0.01220142,,0.01246581,-0.0006283004
39214,0.001189118+5.715818e-05i,0.000895098+0.0003638394i,0.001189118,,0.000895098,0.0003638394
39369,-0.0003265894+6.104924e-05i,-0.0005449594+3.92382e-05i,-0.0003265894,,-0.0005449594,
39436,0.002340921+9.675382e-05i,0.002453185+0.0007011833i,0.002340921,,0.002453185,0.0007011833
39460,-0.006631801+1.802621e-05i,-0.006529294-0.0008030444i,-0.006631801,,-0.006529294,-0.0008030444
39498,-0.001649397-8.69683e-05i,-0.001476522-0.0003521037i,-0.001649397,,-0.001476522,-0.0003521037
39578,-0.001692426+4.839292e-05i,-0.001684713-0.0001777184i,-0.001692426,,-0.001684713,-0.0001777184
39620,0.01555085+2.616871e-05i,0.01499615-0.001820371i,0.01555085,,0.01499615,-0.001820371
39682,-0.003453132+7.6539e-05i,-0.003559053-0.0006536603i,-0.003453132,,-0.003559053,-0.0006536603
39854,0.007508691-3.39523e-05i,0.007923234+0.0008224215i,0.007508691,,0.007923234,0.0008224215
39878,0.01043694+7.14038e-05i,0.0105683+0.0001392826i,0.01043694,,0.0105683,0.0001392826
40285,0.002941987-1.618639e-06i,0.002907054+0.0002354975i,0.002941987,,0.002907054,0.0002354975
40462,0.0123545-4.441012e-05i,0.01240367-0.0007573325i,0.0123545,,0.01240367,-0.0007573325
40835,0.006788-8.082506e-05i,0.006915693+0.0006910774i,0.006788,,0.006915693,0.0006910774
40855,-0.000894753+4.800572e-05i,-0.0008999356-0.0003088152i,-0.000894753,,-0.0008999356,-0.0003088152
41000,0.003932923-4.563876e-05i,0.00404413+0.0004946802i,0.003932923,,0.00404413,0.0004946802
41158,0.004283352+6.143306e-05i,0.004215773+0.0006098787i,0.004283352,,0.004215773,0.0006098787
41209,-0.002075511-9.495672e-05i,-0.002128907-0.0001145955i,-0.002075511,,-0.002128907,-0.0001145955
41219,0.004243128-6.280106e-05i,0.004327894+0.0003119867i,0.004243128,,0.004327894,0.0003119867
41296,-0.01031017+9.077601e-06i,-0.01016821-0.000118925i,-0.01031017,,-0.01016821,-0.000118925
